iteration,accepted_updates,status,linearization_refreshed,mean_mse_gradient_norm,lambda,train_mse_normalized,validation_mse_normalized,best_validation_mse_normalized,normal_seconds,jacobian_seconds,normal_matrix_seconds,solve_seconds,candidate_seconds,candidate_train_seconds,candidate_validation_seconds,checkpoint,best_checkpoint
14432,11098,accepted,1,1.14081e-06,1.47607e-10,1.71083e-10,1.99437e-10,1.99437e-10,0.558789,0.0389687,0.516874,0.0130907,0.0356837,0.0110343,0.0246493,,best_validation_checkpoint_0.bin
14433,11099,accepted,1,4.45592e-06,7.38037e-11,1.71074e-10,1.99312e-10,1.99312e-10,0.578541,0.0413882,0.53522,0.0119354,0.0343781,0.012817,0.021561,,best_validation_checkpoint_1.bin
14434,11099,rejected,1,1.73073e-05,7.38037e-10,1.71074e-10,1.99312e-10,1.99312e-10,0.538012,0.0386246,0.497382,0.0159685,0.0118315,0.0118313,0,,
14435,11100,accepted,0,1.73073e-05,3.69018e-10,1.71027e-10,1.99401e-10,1.99312e-10,0,0,0,0.0124152,0.0367739,0.0141899,0.0225839,,
14436,11101,accepted,1,7.75665e-07,1.84509e-10,1.7101e-10,1.99363e-10,1.99312e-10,0.559905,0.0398181,0.515889,0.012757,0.0327048,0.0106885,0.0220162,,
14437,11102,accepted,1,2.89497e-06,9.22546e-11,1.7099e-10,1.99265e-10,1.99265e-10,0.567123,0.0370584,0.525133,0.0124424,0.0332839,0.0110473,0.0222365,,best_validation_checkpoint_0.bin
14438,11102,rejected,1,1.12539e-05,9.22546e-10,1.7099e-10,1.99265e-10,1.99265e-10,0.614649,0.0351756,0.576906,0.0127409,0.0112672,0.0112669,0,,
14439,11103,accepted,0,1.12539e-05,4.61273e-10,1.70967e-10,1.9933e-10,1.99265e-10,0,0,0,0.0127308,0.0359878,0.0143714,0.0216164,,
14440,11104,accepted,1,4.96689e-07,2.30637e-10,1.70953e-10,1.99302e-10,1.99265e-10,0.595145,0.0410058,0.551613,0.0138921,0.0351991,0.0120526,0.0231464,,
14441,11105,accepted,1,1.87108e-06,1.15318e-10,1.70931e-10,1.99229e-10,1.99229e-10,0.557942,0.0366471,0.517935,0.0202434,0.0373758,0.0137487,0.0236269,,best_validation_checkpoint_1.bin
14442,11105,rejected,1,7.28371e-06,1.15318e-09,1.70931e-10,1.99229e-10,1.99229e-10,0.533959,0.0384479,0.493632,0.0116149,0.0110989,0.0110984,0,,
14443,11106,accepted,0,7.28371e-06,5.76591e-10,1.70919e-10,1.99273e-10,1.99229e-10,0,0,0,0.0125051,0.0344044,0.0113891,0.0230152,,
14444,11107,accepted,1,3.17184e-07,2.88296e-10,1.70908e-10,1.99252e-10,1.99229e-10,0.546688,0.0394186,0.505343,0.0122082,0.0355487,0.0109786,0.02457,,
14445,11108,accepted,1,1.2063e-06,1.44148e-10,1.70888e-10,1.99198e-10,1.99198e-10,0.541608,0.0346314,0.504892,0.0166692,0.0328645,0.0109802,0.0218842,,best_validation_checkpoint_0.bin
14446,11109,accepted,1,4.70637e-06,7.20739e-11,1.70882e-10,1.9907e-10,1.9907e-10,0.575398,0.0397796,0.532089,0.0114505,0.0329759,0.0110178,0.0219579,,best_validation_checkpoint_1.bin
14447,11109,rejected,1,1.82877e-05,7.20739e-10,1.70882e-10,1.9907e-10,1.9907e-10,0.530628,0.0368286,0.491763,0.0124706,0.011069,0.0110688,0,,
14448,11110,accepted,0,1.82877e-05,3.6037e-10,1.70831e-10,1.99162e-10,1.9907e-10,0,0,0,0.0132737,0.0360845,0.0134287,0.0226558,,
14449,11111,accepted,1,8.20261e-07,1.80185e-10,1.70814e-10,1.99123e-10,1.9907e-10,0.550717,0.0346079,0.513754,0.0107516,0.0351331,0.0109292,0.0242038,,
14450,11112,accepted,1,3.05992e-06,9.00924e-11,1.70794e-10,1.99022e-10,1.99022e-10,0.550469,0.0365168,0.511359,0.0112714,0.0349747,0.0124137,0.022561,,best_validation_checkpoint_0.bin
14451,11112,rejected,1,1.18859e-05,9.00924e-10,1.70794e-10,1.99022e-10,1.99022e-10,0.548241,0.0349953,0.508633,0.011471,0.0109709,0.0109706,0,,
14452,11113,accepted,0,1.18859e-05,4.50462e-10,1.7077e-10,1.9909e-10,1.99022e-10,0,0,0,0.0149175,0.0336501,0.0114132,0.0222367,,
14453,11114,accepted,1,5.24572e-07,2.25231e-10,1.70756e-10,1.99061e-10,1.99022e-10,0.547567,0.037247,0.506332,0.0119865,0.0329143,0.01104,0.0218743,,
14454,11115,accepted,1,1.97846e-06,1.12616e-10,1.70734e-10,1.98986e-10,1.98986e-10,0.54542,0.0403254,0.502846,0.0117872,0.0344481,0.0123466,0.0221014,,best_validation_checkpoint_1.bin
14455,11115,rejected,1,7.68607e-06,1.12616e-09,1.70734e-10,1.98986e-10,1.98986e-10,0.541948,0.0378582,0.501327,0.0141367,0.0109274,0.0109271,0,,
14456,11116,accepted,0,7.68607e-06,5.63078e-10,1.7072e-10,1.99032e-10,1.98986e-10,0,0,0,0.0119316,0.0362619,0.0139696,0.0222923,,
14457,11117,accepted,1,3.35695e-07,2.81539e-10,1.70709e-10,1.99011e-10,1.98986e-10,0.566779,0.0393727,0.525292,0.010961,0.0354405,0.0120022,0.0234381,,
14458,11118,accepted,1,1.27492e-06,1.40769e-10,1.70689e-10,1.98955e-10,1.98955e-10,0.563694,0.0390574,0.522253,0.0108966,0.0330609,0.0110066,0.0220542,,best_validation_checkpoint_0.bin
14459,11119,accepted,1,4.97274e-06,7.03847e-11,1.70686e-10,1.98823e-10,1.98823e-10,0.551008,0.0385601,0.510576,0.0118298,0.0358711,0.0135641,0.022307,,best_validation_checkpoint_1.bin
14460,11119,rejected,1,1.92909e-05,7.03847e-10,1.70686e-10,1.98823e-10,1.98823e-10,0.628419,0.0368685,0.588041,0.0110637,0.0110851,0.0110849,0,,
14461,11120,accepted,0,1.92909e-05,3.51923e-10,1.70631e-10,1.98919e-10,1.98823e-10,0,0,0,0.0182238,0.0348463,0.0120411,0.0228051,,
14462,11121,accepted,1,8.68803e-07,1.75962e-10,1.70613e-10,1.98878e-10,1.98823e-10,0.595838,0.0454005,0.548365,0.0107352,0.0356228,0.0109795,0.0246433,,
14463,11122,accepted,1,3.23304e-06,8.79809e-11,1.70595e-10,1.98774e-10,1.98774e-10,0.553814,0.0384624,0.51246,0.0117352,0.0340305,0.0110819,0.0229485,,best_validation_checkpoint_0.bin
14464,11122,rejected,1,1.25633e-05,8.79809e-10,1.70595e-10,1.98774e-10,1.98774e-10,0.583844,0.036895,0.544887,0.0125393,0.0140561,0.0140558,0,,
14465,11123,accepted,0,1.25633e-05,4.39904e-10,1.70568e-10,1.98846e-10,1.98774e-10,0,0,0,0.0126874,0.0330837,0.0112684,0.0218151,,
14466,11124,accepted,1,5.54974e-07,2.19952e-10,1.70554e-10,1.98815e-10,1.98774e-10,0.593831,0.0433031,0.548553,0.012748,0.036704,0.0145374,0.0221664,,
14467,11125,accepted,1,2.08873e-06,1.09976e-10,1.70532e-10,1.98737e-10,1.98737e-10,0.58085,0.0379699,0.541096,0.0138553,0.035236,0.0121723,0.0230636,,best_validation_checkpoint_1.bin
14468,11125,rejected,1,8.13567e-06,1.09976e-09,1.70532e-10,1.98737e-10,1.98737e-10,0.54289,0.0303023,0.510491,0.0125524,0.0110557,0.0110555,0,,
14469,11126,accepted,0,8.13567e-06,5.4988e-10,1.70518e-10,1.98786e-10,1.98737e-10,0,0,0,0.0153162,0.0330276,0.011227,0.0218005,,
14470,11127,accepted,1,3.54625e-07,2.7494e-10,1.70506e-10,1.98764e-10,1.98737e-10,0.53771,0.041018,0.494446,0.0115604,0.0334618,0.0109848,0.0224769,,
14471,11128,accepted,1,1.34777e-06,1.3747e-10,1.70486e-10,1.98706e-10,1.98706e-10,0.562226,0.0384217,0.520475,0.0162248,0.0328974,0.0110458,0.0218516,,best_validation_checkpoint_0.bin
14472,11128,rejected,1,5.25128e-06,1.3747e-09,1.70486e-10,1.98706e-10,1.98706e-10,0.579767,0.036521,0.541127,0.0120755,0.0114656,0.0114654,0,,
14473,11129,accepted,0,5.25128e-06,6.87351e-10,1.70477e-10,1.98739e-10,1.98706e-10,0,0,0,0.0169545,0.035497,0.013101,0.022396,,
14474,11130,accepted,1,2.26544e-07,3.43675e-10,1.70468e-10,1.98722e-10,1.98706e-10,0.527372,0.035548,0.489712,0.0154897,0.0331108,0.0108766,0.0222341,,
14475,11131,accepted,1,8.66895e-07,1.71838e-10,1.70451e-10,1.9868e-10,1.9868e-10,0.5253,0.0367623,0.486393,0.0117782,0.0355841,0.0134184,0.0221656,,best_validation_checkpoint_1.bin
14476,11132,accepted,1,3.38482e-06,8.59188e-11,1.70433e-10,1.98573e-10,1.98573e-10,0.530437,0.0353172,0.491859,0.0120447,0.0332,0.0111003,0.0220994,,best_validation_checkpoint_0.bin
14477,11132,rejected,1,1.3184e-05,8.59188e-10,1.70433e-10,1.98573e-10,1.98573e-10,0.580178,0.0408996,0.537217,0.0119761,0.0116,0.0115998,0,,
14478,11133,accepted,0,1.3184e-05,4.29594e-10,1.70404e-10,1.98647e-10,1.98573e-10,0,0,0,0.0143554,0.0332482,0.0112067,0.0220414,,
14479,11134,accepted,1,5.85052e-07,2.14797e-10,1.70389e-10,1.98616e-10,1.98573e-10,0.55451,0.0367766,0.515795,0.0115442,0.0341496,0.0111808,0.0229687,,
14480,11135,accepted,1,2.20109e-06,1.07399e-10,1.70368e-10,1.98535e-10,1.98535e-10,0.5395,0.0385184,0.499166,0.0105767,0.0316834,0.0109166,0.0207666,,best_validation_checkpoint_1.bin
14481,11135,rejected,1,8.57251e-06,1.07399e-09,1.70368e-10,1.98535e-10,1.98535e-10,0.574133,0.0436616,0.528399,0.0122135,0.0126689,0.0126686,0,,
14482,11136,accepted,0,8.57251e-06,5.36993e-10,1.70353e-10,1.98587e-10,1.98535e-10,0,0,0,0.0123997,0.0328955,0.0109951,0.0219004,,
14483,11137,accepted,1,3.73789e-07,2.68496e-10,1.70341e-10,1.98563e-10,1.98535e-10,0.541931,0.035091,0.504081,0.0110225,0.0351194,0.0110859,0.0240333,,
14484,11138,accepted,1,1.42033e-06,1.34248e-10,1.7032e-10,1.98504e-10,1.98504e-10,0.525056,0.0393921,0.483685,0.0114627,0.0345765,0.0112311,0.0233452,,best_validation_checkpoint_0.bin
14485,11138,rejected,1,5.52927e-06,1.34248e-09,1.7032e-10,1.98504e-10,1.98504e-10,0.56309,0.0387177,0.520886,0.0119733,0.0108746,0.0108742,0,,
14486,11139,accepted,0,5.52927e-06,6.71241e-10,1.70312e-10,1.98538e-10,1.98504e-10,0,0,0,0.0164158,0.0331772,0.011249,0.0219282,,
14487,11140,accepted,1,2.39029e-07,3.3562e-10,1.70302e-10,1.98521e-10,1.98504e-10,0.555186,0.0417935,0.511248,0.0113769,0.0366266,0.0112868,0.0253397,,
14488,11141,accepted,1,9.13548e-07,1.6781e-10,1.70284e-10,1.98477e-10,1.98477e-10,0.587125,0.0398181,0.54435,0.0157056,0.0329975,0.0111382,0.0218592,,best_validation_checkpoint_1.bin
14489,11142,accepted,1,3.57367e-06,8.39051e-11,1.70268e-10,1.98367e-10,1.98367e-10,0.536591,0.0347247,0.4992,0.0117272,0.0360741,0.0110135,0.0250604,,best_validation_checkpoint_0.bin
14490,11142,rejected,1,1.38994e-05,8.39051e-10,1.70268e-10,1.98367e-10,1.98367e-10,0.551263,0.0365243,0.512562,0.0171687,0.0110676,0.0110673,0,,
14491,11143,accepted,0,1.38994e-05,4.19525e-10,1.70236e-10,1.98444e-10,1.98367e-10,0,0,0,0.0114889,0.0344839,0.0124089,0.022075,,
14492,11144,accepted,1,6.16568e-07,2.09763e-10,1.70222e-10,1.98412e-10,1.98367e-10,0.554813,0.0393904,0.512983,0.0158227,0.032788,0.0110783,0.0217096,,
14493,11145,accepted,1,2.31877e-06,1.04881e-10,1.702e-10,1.98328e-10,1.98328e-10,0.549862,0.0330108,0.514501,0.0114975,0.035677,0.0133725,0.0223043,,best_validation_checkpoint_1.bin
14494,11145,rejected,1,9.03069e-06,1.04881e-09,1.702e-10,1.98328e-10,1.98328e-10,0.56555,0.0347869,0.528636,0.0156628,0.015248,0.0152477,0,,
14495,11146,accepted,0,9.03069e-06,5.24407e-10,1.70184e-10,1.98383e-10,1.98328e-10,0,0,0,0.0142609,0.0368307,0.0141103,0.0227203,,
14496,11147,accepted,1,3.94334e-07,2.62203e-10,1.70172e-10,1.98359e-10,1.98328e-10,0.552016,0.0350857,0.514424,0.0175152,0.0332335,0.011327,0.0219064,,
14497,11148,accepted,1,1.49786e-06,1.31102e-10,1.70151e-10,1.98297e-10,1.98297e-10,0.554653,0.0345932,0.517963,0.0116107,0.0351286,0.0135227,0.0216057,,best_validation_checkpoint_0.bin
14498,11148,rejected,1,5.83077e-06,1.31102e-09,1.70151e-10,1.98297e-10,1.98297e-10,0.581389,0.0400821,0.538764,0.0152253,0.0108552,0.0108549,0,,
14499,11149,accepted,0,5.83077e-06,6.55509e-10,1.70142e-10,1.98333e-10,1.98297e-10,0,0,0,0.0159259,0.0338286,0.01189,0.0219386,,
14500,11150,accepted,1,2.52112e-07,3.27754e-10,1.70132e-10,1.98315e-10,1.98297e-10,0.555606,0.0367636,0.514981,0.0127044,0.0347068,0.0113271,0.0233797,,
14501,11151,accepted,1,9.64669e-07,1.63877e-10,1.70114e-10,1.9827e-10,1.9827e-10,0.552841,0.034516,0.516422,0.0157626,0.033224,0.0110667,0.0221573,,best_validation_checkpoint_1.bin
14502,11152,accepted,1,3.75773e-06,8.19386e-11,1.701e-10,1.98156e-10,1.98156e-10,0.57219,0.0386273,0.53048,0.0152652,0.0326431,0.0111665,0.0214766,,best_validation_checkpoint_0.bin
14503,11152,rejected,1,1.46356e-05,8.19386e-10,1.701e-10,1.98156e-10,1.98156e-10,0.582828,0.0353286,0.543372,0.0112187,0.0110963,0.011096,0,,
14504,11153,accepted,0,1.46356e-05,4.09693e-10,1.70065e-10,1.98237e-10,1.98156e-10,0,0,0,0.0152948,0.0328259,0.0109364,0.0218895,,
14505,11154,accepted,1,6.52154e-07,2.04846e-10,1.7005e-10,1.98204e-10,1.98156e-10,0.551855,0.0354678,0.514449,0.0148448,0.0355845,0.0135024,0.0220821,,
14506,11155,accepted,1,2.44825e-06,1.02423e-10,1.70029e-10,1.98117e-10,1.98117e-10,0.525553,0.0370935,0.486474,0.0116968,0.0352256,0.0119139,0.0233115,,best_validation_checkpoint_1.bin
14507,11155,rejected,1,9.51674e-06,1.02423e-09,1.70029e-10,1.98117e-10,1.98117e-10,0.546029,0.03714,0.506472,0.0141936,0.0111025,0.0111022,0,,
14508,11156,accepted,0,9.51674e-06,5.12116e-10,1.70012e-10,1.98174e-10,1.98117e-10,0,0,0,0.0119126,0.0336053,0.011271,0.0223342,,
14509,11157,accepted,1,4.16645e-07,2.56058e-10,1.69999e-10,1.9815e-10,1.98117e-10,0.542144,0.0383035,0.501425,0.011782,0.0345736,0.0120618,0.0225117,,
14510,11158,accepted,1,1.57965e-06,1.28029e-10,1.69978e-10,1.98085e-10,1.98085e-10,0.528945,0.0359479,0.490856,0.0135428,0.0329349,0.0113632,0.0215716,,best_validation_checkpoint_0.bin
14511,11158,rejected,1,6.14848e-06,1.28029e-09,1.69978e-10,1.98085e-10,1.98085e-10,0.531811,0.0401665,0.489724,0.0119321,0.0118351,0.0118349,0,,
14512,11159,accepted,0,6.14848e-06,6.40145e-10,1.69969e-10,1.98124e-10,1.98085e-10,0,0,0,0.0119328,0.0332221,0.0110882,0.0221337,,
14513,11160,accepted,1,2.66229e-07,3.20073e-10,1.69959e-10,1.98105e-10,1.98085e-10,0.540003,0.0398951,0.498119,0.0121576,0.0350631,0.0130855,0.0219775,,
14514,11161,accepted,1,1.0162e-06,1.60036e-10,1.6994e-10,1.98058e-10,1.98058e-10,0.553533,0.0357895,0.513268,0.0124751,0.0343722,0.0110009,0.0233712,,best_validation_checkpoint_1.bin
14515,11162,accepted,1,3.97239e-06,8.00181e-11,1.69928e-10,1.97942e-10,1.97942e-10,0.536826,0.0355568,0.499396,0.0127222,0.0342104,0.0118796,0.0223307,,best_validation_checkpoint_0.bin
14516,11162,rejected,1,1.54404e-05,8.00181e-10,1.69928e-10,1.97942e-10,1.97942e-10,0.563311,0.0380526,0.522593,0.0113603,0.0110677,0.0110674,0,,
14517,11163,accepted,0,1.54404e-05,4.00091e-10,1.6989e-10,1.98026e-10,1.97942e-10,0,0,0,0.0143244,0.0338625,0.0118392,0.0220232,,
14518,11164,accepted,1,6.86942e-07,2.00045e-10,1.69875e-10,1.97991e-10,1.97942e-10,0.507029,0.0352434,0.468997,0.0118536,0.0335329,0.0112604,0.0222724,,
14519,11165,accepted,1,2.58111e-06,1.00023e-10,1.69854e-10,1.97902e-10,1.97902e-10,0.554068,0.034156,0.517689,0.0169111,0.0343297,0.0119436,0.022386,,best_validation_checkpoint_1.bin
14520,11165,rejected,1,1.00165e-05,1.00023e-09,1.69854e-10,1.97902e-10,1.97902e-10,0.562964,0.0377718,0.522545,0.0156747,0.0120547,0.0120545,0,,
14521,11166,accepted,0,1.00165e-05,5.00113e-10,1.69835e-10,1.97962e-10,1.97902e-10,0,0,0,0.0112772,0.0364145,0.0136679,0.0227465,,
14522,11167,accepted,1,4.40355e-07,2.50057e-10,1.69823e-10,1.97936e-10,1.97902e-10,0.552779,0.0415172,0.508593,0.0154699,0.0361084,0.0123713,0.0237369,,
14523,11168,accepted,1,1.66656e-06,1.25028e-10,1.69802e-10,1.9787e-10,1.9787e-10,0.585895,0.0361094,0.547716,0.0111364,0.0376166,0.0147718,0.0228447,,best_validation_checkpoint_0.bin
14524,11168,rejected,1,6.48337e-06,1.25028e-09,1.69802e-10,1.9787e-10,1.9787e-10,0.570393,0.039805,0.528123,0.0110188,0.0135964,0.0135961,0,,
14525,11169,accepted,0,6.48337e-06,6.25142e-10,1.69792e-10,1.9791e-10,1.9787e-10,0,0,0,0.0118518,0.0359807,0.0110068,0.0249736,,
14526,11170,accepted,1,2.8085e-07,3.12571e-10,1.69781e-10,1.97891e-10,1.9787e-10,0.561075,0.0379969,0.519903,0.0161084,0.0326511,0.0109332,0.0217179,,
14527,11171,accepted,1,1.073e-06,1.56285e-10,1.69763e-10,1.97842e-10,1.97842e-10,0.545969,0.0369291,0.506693,0.013039,0.0383144,0.016564,0.0217503,,best_validation_checkpoint_1.bin
14528,11172,accepted,1,4.18517e-06,7.81427e-11,1.69752e-10,1.97722e-10,1.97722e-10,0.560727,0.0433244,0.515034,0.0116333,0.0375755,0.010925,0.0266504,,best_validation_checkpoint_0.bin
14529,11172,rejected,1,1.62535e-05,7.81427e-10,1.69752e-10,1.97722e-10,1.97722e-10,0.580946,0.0403635,0.538626,0.0115219,0.0152444,0.015244,0,,
14530,11173,accepted,0,1.62535e-05,3.90714e-10,1.69711e-10,1.9781e-10,1.97722e-10,0,0,0,0.0124872,0.0349914,0.0120863,0.022905,,
14531,11174,accepted,1,7.2699e-07,1.95357e-10,1.69696e-10,1.97774e-10,1.97722e-10,0.56158,0.0349418,0.523709,0.0123986,0.0369526,0.011412,0.0255405,,
14532,11175,accepted,1,2.72316e-06,9.76784e-11,1.69676e-10,1.97682e-10,1.97682e-10,0.588437,0.0396435,0.546674,0.0113844,0.0379419,0.0145998,0.0233421,,best_validation_checkpoint_1.bin
14533,11175,rejected,1,1.05785e-05,9.76784e-10,1.69676e-10,1.97682e-10,1.97682e-10,0.575312,0.0450394,0.527439,0.0156706,0.0109717,0.0109714,0,,
14534,11176,accepted,0,1.05785e-05,4.88392e-10,1.69655e-10,1.97744e-10,1.97682e-10,0,0,0,0.0154845,0.0334495,0.0111869,0.0222624,,
14535,11177,accepted,1,4.63675e-07,2.44196e-10,1.69642e-10,1.97718e-10,1.97682e-10,0.556754,0.0416983,0.512985,0.0110416,0.0332901,0.0111904,0.0220996,,
14536,11178,accepted,1,1.75708e-06,1.22098e-10,1.69621e-10,1.97649e-10,1.97649e-10,0.549132,0.0422123,0.505077,0.0167415,0.0330897,0.0115017,0.0215878,,best_validation_checkpoint_0.bin
14537,11178,rejected,1,6.83665e-06,1.22098e-09,1.69621e-10,1.97649e-10,1.97649e-10,0.557183,0.0370156,0.517792,0.011317,0.0122245,0.0122242,0,,
14538,11179,accepted,0,6.83665e-06,6.1049e-10,1.6961e-10,1.97692e-10,1.97649e-10,0,0,0,0.0123869,0.0333451,0.0109814,0.0223636,,
14539,11180,accepted,1,2.96454e-07,3.05245e-10,1.696e-10,1.97672e-10,1.97649e-10,0.542955,0.037123,0.504054,0.0116908,0.0331586,0.0110999,0.0220586,,
14540,11181,accepted,1,1.13106e-06,1.52622e-10,1.69581e-10,1.97622e-10,1.97622e-10,0.537489,0.0384263,0.497342,0.0114609,0.0349706,0.0128685,0.0221021,,best_validation_checkpoint_1.bin
14541,11182,accepted,1,4.41724e-06,7.63112e-11,1.69573e-10,1.97498e-10,1.97498e-10,0.565231,0.0383208,0.525122,0.0118531,0.0334676,0.0113142,0.0221534,,best_validation_checkpoint_0.bin
14542,11182,rejected,1,1.71607e-05,7.63112e-10,1.69573e-10,1.97498e-10,1.97498e-10,0.525303,0.0388853,0.483356,0.0115762,0.0111796,0.0111793,0,,
14543,11183,accepted,0,1.71607e-05,3.81556e-10,1.69528e-10,1.97589e-10,1.97498e-10,0,0,0,0.0148438,0.0348406,0.0110312,0.0238094,,
14544,11184,accepted,1,7.65482e-07,1.90778e-10,1.69512e-10,1.97552e-10,1.97498e-10,0.556307,0.0384363,0.516004,0.0115747,0.0349656,0.0128693,0.0220962,,
14545,11185,accepted,1,2.86716e-06,9.5389e-11,1.69493e-10,1.97457e-10,1.97457e-10,0.549169,0.0373759,0.508071,0.0113753,0.0340436,0.0110195,0.0230239,,best_validation_checkpoint_1.bin
14546,11185,rejected,1,1.11476e-05,9.5389e-10,1.69493e-10,1.97457e-10,1.97457e-10,0.614849,0.0359748,0.577032,0.0155388,0.0121419,0.0121416,0,,
14547,11186,accepted,0,1.11476e-05,4.76945e-10,1.69471e-10,1.97523e-10,1.97457e-10,0,0,0,0.0130577,0.0327037,0.0111048,0.0215987,,
14548,11187,accepted,1,4.90061e-07,2.38473e-10,1.69458e-10,1.97495e-10,1.97457e-10,0.54236,0.0388927,0.501083,0.0123147,0.0352187,0.0118373,0.0233814,,
14549,11188,accepted,1,1.8531e-06,1.19236e-10,1.69437e-10,1.97424e-10,1.97424e-10,0.595943,0.0388724,0.554897,0.0123072,0.032901,0.010995,0.021906,,best_validation_checkpoint_0.bin
14550,11188,rejected,1,7.21299e-06,1.19236e-09,1.69437e-10,1.97424e-10,1.97424e-10,0.588204,0.0358562,0.549357,0.0126525,0.0124289,0.0124282,0,,
14551,11189,accepted,0,7.21299e-06,5.96182e-10,1.69425e-10,1.97469e-10,1.97424e-10,0,0,0,0.011624,0.0348107,0.0115395,0.023271,,
14552,11190,accepted,1,3.12719e-07,2.98091e-10,1.69415e-10,1.97449e-10,1.97424e-10,0.551279,0.0332328,0.516003,0.011728,0.03721,0.014782,0.0224278,,
14553,11191,accepted,1,1.19291e-06,1.49045e-10,1.69396e-10,1.97396e-10,1.97396e-10,0.579965,0.0363798,0.541638,0.0178254,0.0371602,0.0110511,0.0261089,,best_validation_checkpoint_1.bin
14554,11192,accepted,1,4.65355e-06,7.45227e-11,1.6939e-10,1.9727e-10,1.9727e-10,0.566439,0.0386798,0.524766,0.0154779,0.0353029,0.011011,0.0242919,,best_validation_checkpoint_0.bin
14555,11192,rejected,1,1.80719e-05,7.45227e-10,1.6939e-10,1.9727e-10,1.9727e-10,0.550441,0.0375531,0.510774,0.0129831,0.0156395,0.0156392,0,,
14556,11193,accepted,0,1.80719e-05,3.72613e-10,1.69341e-10,1.97364e-10,1.9727e-10,0,0,0,0.01156,0.0359508,0.0136439,0.0223068,,
14557,11194,accepted,1,8.08773e-07,1.86307e-10,1.69325e-10,1.97326e-10,1.9727e-10,0.557242,0.0393115,0.515483,0.0114942,0.0330256,0.0110411,0.0219843,,
14558,11195,accepted,1,3.02455e-06,9.31534e-11,1.69307e-10,1.97227e-10,1.97227e-10,0.53544,0.0395611,0.494115,0.0178349,0.0337171,0.0130595,0.0206575,,best_validation_checkpoint_1.bin
14559,11195,rejected,1,1.17598e-05,9.31534e-10,1.69307e-10,1.97227e-10,1.97227e-10,0.552991,0.0415603,0.509248,0.0157154,0.0110632,0.0110629,0,,
14560,11196,accepted,0,1.17598e-05,4.65767e-10,1.69283e-10,1.97296e-10,1.97227e-10,0,0,0,0.0105478,0.0346018,0.0124299,0.0221718,,
14561,11197,accepted,1,5.16846e-07,2.32883e-10,1.69269e-10,1.97268e-10,1.97227e-10,0.54889,0.0382273,0.507688,0.012029,0.0327716,0.0110499,0.0217217,,
14562,11198,accepted,1,1.95342e-06,1.16442e-10,1.69249e-10,1.97194e-10,1.97194e-10,0.549321,0.0332989,0.514114,0.0107788,0.0349971,0.0112993,0.0236976,,best_validation_checkpoint_0.bin
14563,11198,rejected,1,7.60084e-06,1.16442e-09,1.69249e-10,1.97194e-10,1.97194e-10,0.560559,0.0391529,0.519489,0.0116481,0.0109926,0.0109917,0,,
14564,11199,accepted,0,7.60084e-06,5.82209e-10,1.69236e-10,1.97241e-10,1.97194e-10,0,0,0,0.0158003,0.031226,0.0110299,0.020196,,
14565,11200,accepted,1,3.30217e-07,2.91104e-10,1.69225e-10,1.97221e-10,1.97194e-10,0.556466,0.0444717,0.510098,0.0110714,0.0353575,0.0112404,0.024117,,
14566,11201,accepted,1,1.25932e-06,1.45552e-10,1.69206e-10,1.97166e-10,1.97166e-10,0.544037,0.0347878,0.505774,0.0161029,0.0335389,0.0111399,0.0223988,,best_validation_checkpoint_1.bin
14567,11202,accepted,1,4.91267e-06,7.27761e-11,1.69204e-10,1.97037e-10,1.97037e-10,0.562848,0.0395417,0.521476,0.0115851,0.0377212,0.0159306,0.0217905,,best_validation_checkpoint_0.bin
14568,11202,rejected,1,1.90445e-05,7.27761e-10,1.69204e-10,1.97037e-10,1.97037e-10,0.565891,0.0381218,0.525398,0.0160606,0.0112181,0.0112179,0,,
14569,11203,accepted,0,1.90445e-05,3.6388e-10,1.6915e-10,1.97134e-10,1.97037e-10,0,0,0,0.0126924,0.0326165,0.0113844,0.0212321,,
14570,11204,accepted,1,8.53286e-07,1.8194e-10,1.69134e-10,1.97095e-10,1.97037e-10,0.55276,0.0376779,0.513316,0.0149037,0.0332858,0.0109042,0.0223814,,
14571,11205,accepted,1,3.1926e-06,9.09701e-11,1.69116e-10,1.96993e-10,1.96993e-10,0.535886,0.0352623,0.498561,0.0114303,0.0332788,0.0112828,0.021996,,best_validation_checkpoint_1.bin
14572,11205,rejected,1,1.23812e-05,9.09701e-10,1.69116e-10,1.96993e-10,1.96993e-10,0.561692,0.0398196,0.519863,0.0115536,0.0114432,0.0114428,0,,
14573,11206,accepted,0,1.23812e-05,4.5485e-10,1.6909e-10,1.97065e-10,1.96993e-10,0,0,0,0.0119756,0.0342362,0.0109021,0.023334,,
14574,11207,accepted,1,5.45947e-07,2.27425e-10,1.69077e-10,1.97036e-10,1.96993e-10,0.561853,0.0398277,0.519995,0.0150346,0.0334113,0.0114382,0.0219729,,
14575,11208,accepted,1,2.06213e-06,1.13713e-10,1.69056e-10,1.9696e-10,1.9696e-10,0.555031,0.0321407,0.520571,0.0115839,0.03292,0.0109926,0.0219273,,best_validation_checkpoint_0.bin
